,title,total_votes,mean_vote
13465,La brigata del diavolo,4841,7.0
13466,Dillinger è morto,2126,7.1
13467,Diwana,111,6.8
13468,Il dottor Faustus,919,5.8
13469,Dozhivyom do ponedelnika,1192,8.0
13470,Le amanti di Dracula,6265,6.7
13471,Due volte Giuda,302,5.3
13472,Duffy il re del doppio gioco,441,6.3
13473,Il più grande colpo della malavita americana,124,5.7
13474,Dyrlægens plejebørn,440,6.5
13475,Siamo tutti matti?,113,5.6
13476,Bruce Lee il campione,269,6.1
13477,España otra vez,113,7.5
13478,O Estranho Mundo de Zé do Caixão,543,6.8
13479,"Eva, la Venere selvaggia",726,2.8
13480,Execution,104,5.4
13481,"Hula Hula, la femmina della giungla",123,5.2
13482,Volti,9239,7.7
13483,"Malenka, la nipote del vampiro",869,4.6
13484,Settore tortura,360,3.8
13485,Feldobott kö,148,7.0
13486,"Marinai in guardia, amanti gementi!",462,5.6
13487,Sulle ali dell'arcobaleno,3263,6.4
13488,L'ora della furia,3115,6.9
13489,L'uomo di Kiev,1169,7.1
13490,La pulce nell'orecchio,212,6.0
13491,Flesh,2239,5.6
13492,Fleshpot on 42nd Street,208,6.4
13493,Le ragazze,510,7.0
13494,Fome de Amor,106,6.3
13495,Un uomo per Ivy,627,6.5
13496,I disertori di Fort Utah,225,4.9
13497,La volpe,987,6.7
13498,Conoscenza carnale di una ninfomane,278,6.2
13499,Funny Girl,18998,7.7
13500,Venti lucenti,343,6.7
13501,La gaia scienza,838,6.4
13502,Galileo,220,6.7
13503,Il mostro invincibile,1259,4.9
13504,Calma ragazze oggi mi sposo,6882,6.9
13505,Gentleman Jo... uccidi,188,6.2
13506,Il giorno della civetta,1165,7.1
13507,Nuda sotto la pelle,1955,5.5
13508,La grande rapina,101,6.1
13509,Il gorilla di Soho,295,5.1
13510,"Goto, l'isola dell'amore",655,6.9
13511,La contestazione del tubo,280,6.4
13512,Il grande silenzio,13525,7.8
13513,Grazie zia,204,6.3
13514,Caterina sei grande,248,6.1
13515,Berretti verdi,11920,5.8
13516,Ciao America,2991,5.9
13517,Trafficanti del piacere,388,5.2
13518,L'harem,269,6.6
13519,Sogni perduti,5606,6.9
13520,L'urlo del silenzio,3520,7.8
13521,Le spie vengono dal cielo,316,5.9
13522,Duello nel Pacifico,7529,7.4
13523,I contrabbandieri del cielo,194,6.3
13524,Hell's belles la donna dei centauri,226,5.8
13525,Uomini d'amianto contro l'inferno,5137,6.8
13526,Girando intorno al cespuglio di more,603,6.8
13527,Hibotan bakuto,195,7.0
13528,Hibotan bakuto: Isshuku ippan,104,7.0
13529,Arrest!,510,6.1
13530,Criminal Face - Storia di un criminale,457,6.3
13531,L'uomo che mente,713,7.0
13532,The Hooked Generation,130,5.6
13533,"Korang, la terrificante bestia umana",842,5.2
13534,Il cavallo in doppio petto,852,6.7
13535,Hostile Witness,349,6.4
13536,Milioni che scottano,1837,7.1
13537,Sperone selvaggio,130,5.3
13538,La ballata della morte,281,3.9
13539,Uffa papà quanto rompi,578,6.2
13540,How to Make a Doll,198,3.9
13541,Come salvare un matrimonio e rovinare la propria vita,543,6.6
13542,How to Steal the World,242,5.7
13543,Jin yan zi,630,6.9
13544,Lasciami baciare la farfalla,2818,6.5
13545,I huvet på en gammal gubbe,112,6.4
13546,Base artica Zebra,8862,6.7
13547,"Ich bin ein Elefant, Madame",107,7.1
13548,Le sorprese del divorzio,219,7.4
13549,Immer Ärger mit den Paukern,132,3.6
13550,Gli anni impossibili,604,6.0
13551,Spie oltre il fronte,175,6.0
13552,Alla ricerca di Gregory,212,5.8
13553,Alien Terror,200,3.5
13554,L'infallibile ispettore Clouseau?,2368,5.1
13555,Interludio,341,7.6
13556,6 dannati in cerca di gloria,109,6.0
13557,Isabel,135,5.9
13558,Isadora,2094,7.5
13559,Gli adoratori della morte,787,3.3
13560,Italian Secret Service,119,6.6
13561,Jag är nyfiken - en film i blått,1285,6.2
13562,"Je t'aime, je t'aime - Anatomia di un suicidio",2419,7.3
13563,Il Mosaico del crimine,118,6.5
13564,Joanna,349,6.2
13565,Joe... cercati un posto per morire!,300,5.6
13566,Joko invoca Dio... e muori,459,6.3
13567,7 volontari dal Texas,783,6.0
13568,Juhyô no yoromeki,241,7.1
13569,Just for the Hell of It,355,5.0
13570,Kaette kita yopparai,541,6.6
13571,Kaidan hebi-onna,257,6.5
13572,The Snow Woman,349,7.2
13573,Gli eredi di King Kong,5073,6.8
13574,Il profondo desiderio degli dei,1389,7.8
13575,La calata dei barbari,300,6.4
13576,Kekceve ukane,318,7.7
13577,Khozyain taygi,156,7.1
13578,La ballata dei tre killers,150,5.5
13579,L'assassinio di Sister George,2089,7.1
13580,Kiru,2446,7.6
13581,Kommissar X - Drei goldene Schlangen,112,5.4
13582,Kona Coast,133,4.9
13583,L'allucinante fine dell'umanità,515,5.1
13584,L'impiccagione,2184,7.6
13585,Black Lizard,474,7.2
13586,Kyôkatsu koso waga jinsei,330,7.0
13587,"Distruggete DC 59, da base spaziale a Hong Kong",1435,6.3
13588,La signora nel cemento,1942,5.9
13589,Segni di vita,1871,7.3
13590,Quando muore una stella,1115,5.9
13591,Una lezione particolare,145,7.2
13592,Il leone d'inverno,28450,8.1
13593,"Live a Little, Love a Little",1447,6.2
13594,Lo voglio morto,273,6.2
13595,Lonesome Cowboys,463,5.9
13596,Un lungo giorno per morire,421,7.6
13597,La nebbia degli orrori,1670,5.7
13598,Camp 7: lager femminile,770,4.1
13599,Jim l'irresistibile detective,383,5.3
13600,Die Lümmel von der ersten Bank - 1. Trimester: Zur Hölle mit den Paukern,651,5.6
13601,Mad Doctor of Blood Island,687,5.0
13602,"Squadra omicidi, sparate a vista!",3247,6.6
13603,Gioco perverso,1540,6.4
13604,Il vaglia,489,7.4
13605,L'uomo dall'occhio di vetro,235,5.9
13606,Manon 70,314,6.1
13607,La mantide,304,5.2
13608,Le notti di Satana,662,5.5
13609,Marketa Lazarová,4344,8.1
13610,Martín Fierro,133,6.5
13611,Maryjane,169,5.4
13612,Il grande inquisitore,8854,6.9
13613,Me and My Brother,120,7.0
13614,Il medico della mutua,1313,7.2
13615,Memorie del sottosviluppo,3599,7.8
13616,Il mercenario,4126,7.3
13617,A Midsummer Night's Dream,658,6.6
13618,Mig og min lillebror og storsmuglerne,198,5.9
13619,Un dollaro per 7 vigliacchi,326,4.4
13620,Min søsters børn vælter byen,288,5.8
13621,Senza sosta,371,4.7
13622,"Un minuto per pregare, un istante per morire",427,6.3
13623,Squadra dell'impossibile: due volti per morire,233,7.0
13624,Mission Mars,244,4.8
13625,Il momento di uccidere,164,6.2
13626,La morte non ha sesso,408,5.9
13627,"Mrs. Brown, You've Got a Lovely Daughter",412,5.2
13628,Muñecos infernales,265,6.4
13629,Myortvyy sezon,303,7.4
13630,"Na voyne, kak na voyne",456,8.1
13631,Il mistero della bambola dalla testa mozzata,141,6.1
13632,Negatives,123,5.9
13633,Nerosubianco,250,6.0
13634,L'incredibile furto di Mr. Girasole,602,6.3
13635,Quella notte inventarono lo spogliarello,1380,6.2
13636,La notte dei morti viventi,113263,7.9
13637,Non si maltrattano così le signore,1920,7.2
13638,Nocturno 29,164,6.3
13639,"Non aspettare Django, spara",196,5.0
13640,Nostra signora dei turchi,275,7.1
13641,Novye priklyucheniya neulovimykh,980,7.3
13642,Nude... si muore,562,6.0
13643,La festa e gli invitati,1365,7.2
13644,La strana coppia,30880,7.8
13645,Edipo re,259,6.8
13646,Oggi a me... domani a te!,1270,6.3
13647,"Ogon, voda i... mednye truby",680,7.3
13648,Gli uccelli vanno a morire in Perù,142,5.3
13649,Anghingò,352,6.9
13650,Oliver!,33818,7.5
13651,Olsen-banden,1980,6.9
13652,Una pazza banda di famiglia,772,6.7
13653,...solo quando rido,174,6.5
13654,Non bisogna scambiare i ragazzi del buon Dio per delle anatre selvatiche,410,6.2
13655,La sua calda estate,110,6.2
13656,Facce per l'inferno,227,6.9
13657,Padosan,6029,8.2
13658,Il padre di famiglia,172,6.7
13659,Paper Lion,930,6.4
13660,Orgasmo,658,6.2
13661,Partner.,703,6.5
13662,Hollywood Party,37240,7.7
13663,Petulia,2763,7.2
13664,Le stelle si vedono di giorno,259,6.3
13665,Una pistola per cento bare,192,5.7
13666,Il pianeta delle scimmie,162872,7.9
13667,I 7 senza gloria,2979,6.9
13668,Por mis pistolas,265,6.9
13669,La forza invisibile,1385,6.3
13670,Dolce veleno,3223,7.2
13671,La prigioniera,1170,7.1
13672,Mash: la guerra privata del Sgt. O'Farrell,474,6.0
13673,"Per favore, non toccate le vecchiette",49059,7.7
13674,Il profeta,244,6.2
13675,Anno 2118: progetto X,417,5.5
13676,Prudenza e la pillola,432,6.0
13677,Psych-out: Il velo sul ventre,2342,6.2
13678,Pudelnackt in Oberbayern,112,2.2
13679,Punahilkka,116,6.0
13680,Quella sporca storia nel west,456,6.9
13681,Questi fantasmi,368,5.7
13682,La prima volta di Jennifer,2904,7.4
13683,La ragazza con la pistola,1101,6.9
13684,Una ragazza piuttosto complicata,137,6.0
13685,Il Rapace,361,6.8
13686,Rapirea fecioarelor,112,7.1
13687,La nave dei dannati,146,7.1
13688,La ricostituzione,1430,8.2
13689,Requiescant,757,6.7
13690,La resa dei conti,5213,7.5
13691,Riusciranno i nostri eroi a ritrovare l'amico misteriosamente scomparso in Africa?,807,7.2
13692,Robby,229,6.4
13693,Romeo e Giulietta,28886,7.8
13694,Rosemary's Baby - Nastro rosso a New York,187646,7.9
13695,Rosie!,230,7.5
13696,Criminal Story,472,5.2
13697,Rozmarné léto,1256,7.2
13698,Requiem per un gringo,172,6.6
13699,Le révélateur,574,7.0
13700,De røde heste,106,4.5
13701,Den røde kappe,111,6.8
13702,Sadhu Aur Shaitaan,126,7.1
13703,Sale e pepe: super spie hippy,522,5.3
13704,Saraba natsu no hikari,199,7.0
13705,Satanik,315,5.2
13706,Savage Intruder,244,5.6
13707,Violence Story,302,5.7
13708,Il colore del melograno,8576,7.7
13709,Joe Bass l'implacabile,3149,6.9
13710,Das Schloß,225,7.1
13711,L'allegro college delle vergini inglesi,228,5.9
13712,The Unnaturals - Contronatura,182,6.6
13713,Se incontri Sartana prega per la tua morte,1259,6.7
13714,The Sea Gull,730,7.1
13715,Sebastian,528,6.8
13716,Cerimonia segreta,1885,6.4
13717,Diario segreto di una moglie americana,170,5.9
13718,Guerra amore e fuga,1343,6.6
13719,Seduto alla sua destra,221,6.8
13720,Sentenza di morte,343,6.4
13721,Separation,114,6.6
13722,Sequestro di persona,171,6.4
13723,Serafino,510,6.5
13724,Il sergente Ryker,197,6.5
13725,Il sergente,512,6.7
13726,Sette volte sette,208,7.4
13727,7 winchester per un massacro,265,5.8
13728,The Shakiest Gun in the West,2290,6.5
13729,Shalako,2668,5.6
13730,She Mob,117,5.5
13731,She-Devils on Wheels,772,5.1
13732,Shen dao,155,6.8
13733,Shinjuku dorobô nikki,612,6.4
13734,L'uomo venuto dal Kremlino,3292,7.4
13735,Single Room Furnished,412,5.0
13736,Sinthia: The Devil's Doll,196,3.9
13737,La vergogna,11954,7.8
13738,Skidoo,1340,5.2
13739,Sluzhili dva tovarishcha,997,8.1
13740,Smoke and Flesh,137,4.9
13741,Con le spalle al muro,230,6.1
13742,Soldaterkammerater på bjørnetjeneste,366,5.2
13743,L'uomo che bruciava i cadaveri,6921,8.0
13744,A tutto gas,1938,5.9
13745,I 6 della grande rapina,1068,6.1
13746,La vendetta dei guerrieri rossi,198,6.1
13747,Un giorno... di prima mattina,1911,6.9
13748,"Stay Away, Joe",1056,5.2
13749,La permission,260,5.6
13750,Uno sporco imbroglio,130,6.7
13751,Straziami ma di baci saziami,447,7.1
13752,"Lo stress è tre, Tre",176,6.4
13753,La signora amava le rose,1345,7.1
13754,Sfida negli abissi,529,5.4
13755,Dolce novembre,948,7.6
13756,L'onda lunga,245,5.8
13757,Un uomo a nudo,9726,7.7
13758,Bersagli,8241,7.4
13759,Tarzan e il figlio della giungla,342,5.5
13760,Nemici... per la pelle - Il tatuato,2693,6.7
13761,Teorema,11741,7.2
13762,Tepepa,945,6.8
13763,Terror in the Jungle,181,3.7
13764,Therese and Isabelle,547,6.6
13765,Radiografia di un colpo d'oro,498,6.4
13766,Il caso Thomas Crown,22150,7.1
13767,A Thousand Pleasures,132,5.5
13768,Tre femmine in soffitta,377,5.8
13769,Thunderbird 6,1288,6.6
13770,Il principe azzurro,114,7.2
13771,La morte in jaguar rossa,148,6.1
13772,Il quartiere dei più violenti,100,5.8
13773,Top Sensation,463,5.8
13774,Le toccabili,152,6.1
13775,Tre passi nel delirio,5504,6.7
13776,Tres Tristes Tigres,252,7.3
13777,El turismo es un gran invento,246,5.9
13778,Le dolcezze del peccato,120,4.7
13779,Vortice di sabbia,158,5.9
13780,I nervi a pezzi,1787,7.1
13781,Täällä Pohjantähden alla,876,7.6
13782,La pornovergine,182,5.3
13783,Un film comme les autres,272,5.9
13784,Una sera... un treno,550,7.1
13785,Cimitero senza croci,1561,6.9
13786,Uno dopo l'altro,115,6.5
13787,L'uomo venuto per uccidere,111,4.8
13788,"Un uomo, un cavallo, una pistola",330,6.8
13789,Tradimento,549,7.3
13790,L'urlo,339,6.0
13791,Urok literatury,114,7.0
13792,"I tre che sconvolsero il West (Vado, vedo e sparo)",165,5.7
13793,L'ora del lupo,17957,7.7
13794,I vigliacchi non pregano,110,6.1
13795,La vendetta di Fu Man Chu,760,5.4
13796,La donna venuta dal passato,790,4.9
13797,A veréb is madár,181,7.1
13798,Vi på Saltkråkan,995,6.7
13799,Il vecchio e il bambino,1915,7.7
13800,Viva! Viva Villa!,1758,6.7
13801,Vixen!,2503,5.9
13802,Voyage to the Planet of Prehistoric Women,1262,3.2
13803,Vsichni dobrí rodáci,724,7.8
13804,Voyna i mir,6199,7.9
13805,Un uomo chiamato volpe bianca,225,6.1
13806,Una meravigliosa realtà,362,7.3
13807,Where Angels Go Trouble Follows!,1337,6.6
13808,Che cosa hai fatto quando siamo rimasti al buio?,780,6.1
13809,Chi sta bussando alla mia porta?,8136,6.7
13810,La minigonna proibita della compagna Schultz,209,5.2
13811,Sette sporche carogne,113,6.7
13812,Killico il pilota nero,121,4.6
13813,Quattordici o guerra,1807,6.3
13814,Costretto ad uccidere,4038,7.3
13815,L'uomo dal lungo fucile,1231,6.4
13816,C'è un uomo nel letto di mamma,2407,6.6
13817,Dal Pentagono al Pacifico: uccidete Yamamoto!,135,6.8
13818,Yellow Submarine,24111,7.5
13819,Eshchyo raz pro lyubov,230,7.6
13820,The Young Runaways,138,5.7
13821,Appuntamento sotto il letto,7572,7.4
13822,Zatôichi chikemuri kaidô,1117,7.6
13823,Zatôichi hatashi-jô,954,7.4
13824,Zigzag udachi,744,7.3
13825,Tante Zita,137,7.1
13826,Zlocin v santánu,128,6.7
13827,Zolotoy telyonok,2381,8.4
13828,"Zum Teufel mit der Penne - Die Lümmel von der ersten Bank, 2. Teil",402,5.5
13829,Se....,21833,7.7
13830,¡Cómo está el servicio!,161,5.5
13831,I morti non si contano,121,6.4
13832,...4 ..3 ..2 ..1 ...morte,646,4.2
13833,Il bambino,1336,7.6
13834,El Verdugo,2826,6.1
13835,80 Steps to Jonah,187,6.8
13836,99 donne,1211,5.0
13837,A doppia faccia,602,5.8
13838,Abuelo Made in Spain,262,5.6
13839,The Adding Machine,163,7.2
13840,Age of Consent,2812,6.5
13841,Akage,624,7.1
13842,Alfredo il grande,929,6.6
13843,Alice's Restaurant,3874,6.4
13844,All the Right Noises,225,6.3
13845,Gatte in Calore,177,5.3
13846,Zaseda,261,7.9
13847,Quel caldo maledetto giorno di fuoco,221,5.9
13848,Amore e rabbia,649,6.2
13849,Amore mio aiutami,322,6.7
13850,"L'amore è allegro, l'amore è triste",117,6.3
13851,An-Magritt,161,5.6
13852,Angel in My Pocket,406,7.5
13853,L'angelo è nato,135,6.7
13854,Anna dei mille giorni,6579,7.6
13855,La virtù sdraiata,689,6.5
13856,Sento che mi sta succedendo qualcosa,1152,6.7
13857,L'albero di Natale,535,6.8
13858,La terra,1397,8.4
13859,L'armata degli eroi,20248,8.0
13860,Il compromesso,2510,6.6
13861,Assassination Bureau,2249,7.1
13862,The Babysitter,430,6.0
13863,Backtrack!,175,6.3
13864,La Mazza,484,7.7
13865,La banda Bonnot,176,6.6
13866,Le invincibili spade delle tigri volanti,555,7.1
13867,Il funerale delle rose,4430,8.2
13868,Barbagia (La società del malessere),103,7.0
13869,I lunghi giorni delle aquile,20324,7.2
13870,Beatrice Cenci,657,6.7
13871,Mutazioni,1981,6.5
13872,Prima che venga l'inverno,280,6.0
13873,Il club dei libertini,260,4.9
13874,Bhuvan Shome,352,7.7
13875,Io sono perversa,346,5.6
13876,Geometria di un delitto,554,4.7
13877,La battaglia della Neretva,3174,7.5
13878,La morte bussa due volte,170,5.0
13879,Bob & Carol & Ted & Alice,5942,6.7
13880,Body Fever,109,5.2
13881,Bokhandlaren som slutade bada,171,5.7
13882,El bosque del lobo,264,6.7
13883,Il tagliagole,7512,7.5
13884,Arriva Charlie Brown,4333,7.4
13885,Brasil Ano 2000,105,6.8
13886,Il ponte di Remagen,8460,6.8
13887,Bronco Bullfrog,273,7.0
13888,Butch Cassidy,199182,8.0
13889,C'era una volta il West,295220,8.4
13890,Fiore di cactus,9450,7.3
13891,Camille 2000,614,6.1
13892,Can Heironymus Merkin Ever Forget Mercy Humppe and Find True Happiness?,341,5.6
13893,New York Parigi per una condanna a morte,180,5.4
13894,Carne,170,6.6
13895,Carry on Again Doctor,2387,6.3
13896,Carry On Camping,4523,6.8
13897,Ardenne '44: un inferno,2618,6.3
13898,Cateto a babor,209,5.3
13899,"Certo, certissimo, anzi... probabile",126,6.0
13900,Il cervello,3408,7.0
13901,Lo sciacallo di Nahueltoro,892,7.8
13902,La lunga ombra gialla,995,5.8
13903,Charles mort ou vif,318,7.4
13904,Un uomo chiamato Charro,1632,6.1
13905,Chastity,448,5.8
13906,Che!,849,5.3
13907,"Cherry, Harry & Raquel!",1087,5.6
13908,L'amante,3787,7.7
13909,La cintura di castità,160,4.9
13910,Il clan dei siciliani,6926,7.5
13911,Così... meravigliosa Greta,103,5.6
13912,Clérambard,139,6.3
13913,La collina degli stivali,2995,5.8
13914,Colossus: The Forbin Project,7989,7.3
13915,Commando suicida,109,3.8
13916,The Comic,657,6.8
13917,Coming Apart,403,6.9
13918,Così dolce... così perversa,484,6.3
13919,Crescendo... con terrore,567,5.4
13920,Gangster tuttofare,211,6.0
13921,Circolo vizioso,605,5.7
13922,Czlowiek z M-3,146,7.0
13923,Da uomo a uomo,6963,7.2
13924,Minuto per minuto senza respiro,251,6.5
13925,De Sade,501,3.9
13926,Ultima notte a Cottonwood,1079,6.4
13927,El dependiente,430,7.9
13928,Derevenskiy detektiv,167,7.2
13929,Ultimo domicilio conosciuto,1203,7.1
13930,Quei disperati che puzzano di sudore e di morte,392,5.8
13931,Non uccidevano mai la domenica,401,4.9
13932,Uccidete il padrino,276,5.4
13933,Non tirate il diavolo per la coda,678,6.9
13934,I diavoli della guerra,128,5.5
13935,Il dito nella piaga,208,5.8
13936,Django il bastardo,942,6.3
13937,Do Raaste,245,7.5
13938,Il dolce corpo di Deborah,588,6.1
13939,Come ti dirotto il jet,757,5.8
13940,Gli spericolati,4018,6.4
13941,Dracula (The Dirty Old Man),287,4.1
13942,Antonio das Mortes,1676,7.3
13943,Du long tan,115,6.6
13944,La stirpe degli dei,428,7.8
13945,La sfida degli invincibili campioni,1128,7.2
13946,Nido di nobili,274,6.9
13947,Dzhamilya,221,7.7
13948,Détruire dit-elle,190,7.0
13949,E Dio disse a Caino...,902,6.8
13950,Easy Rider,97792,7.4
13951,The Ecstasies of Women,243,4.3
13952,An Elephant Called Slowly,115,6.4
13953,Il clan degli uomini violenti,622,7.0
13954,Erosu purasu gyakusatsu,1866,8.4
13955,Erotissimo,164,5.9
13956,Un esercito di 5 uomini,1414,6.9
13957,Il capitano di lungo... sorso,619,3.3
13958,Il terrore negli occhi del gatto,687,6.2
13959,Morte di un parroco,171,7.2
13960,Sesso in faccia,249,4.4
13961,Stéphane - Una moglie infedele,3728,7.5
13962,Les femmes,333,5.7
13963,Alla bella Serafina piaceva far l'amore sera e mattina,538,7.0
13964,Quel maledetto ispettore Novak,402,5.7
13965,Ruba al prossimo tuo,370,5.1
13966,The First Time,366,5.1
13967,L'implacabile omicida,272,5.4
13968,Fei dao shou,139,6.5
13969,Il castello di Fu Manchu,1766,3.0
13970,I quattro sul sentiero di sparo,234,4.7
13971,Fräulein Doktor,389,6.9
13972,Quelli che sanno uccidere,101,6.4
13973,Fûrin kazan,654,7.3
13974,Gaav,6105,8.2
13975,Chicago Chicago,297,5.7
13976,King Kong contro Godzilla,2255,4.3
13977,Obiettori di coscienza per ragioni sessuali,470,6.2
13978,Gheisar,2751,7.9
13979,The Ghastly Ones,578,3.6
13980,Executive - La donna che sapeva troppo,110,6.1
13981,Gladiatorerna,452,6.8
13982,Il ritorno di Gorgo,3800,4.2
13983,Il grande giorno di Jim Flagg,1102,6.3
13984,La ragazza di Tony,1711,6.7
13985,"Goodbye, Mr. Chips",3084,7.1
13986,"Gori, gori, moya zvezda",401,7.6
